tweet_id,name,gender,Resolution_Category,text,retweet_count,tweet_created,tweet_state,clean_text
5.49e+17,ellieohdear,female,Family/Friends/Relationships,"My #NewYearsResolution is to not spend a NYE w/o a #boyfriend again. Silly/needy, yes. But after ~ 3...",,2014-12-28 14:42:00,MA,my  is to not spend a nye wo a  again sillyneedy yes but after  3 years im allowed to say it contd
5.49e+17,ItsJess_L,female,Health & Fitness,Ok I definitely need to start eating healthy again and exercising _�ջ #NewYearsResolution #BeastMode,,2014-12-28 16:49:00,MA,ok i definitely need to start eating healthy again and exercising  ջ
5.49e+17,ryanreveley,male,Personal Growth,#NewYearsResolution To tweet and blog more often. #writing #stayconnected,,2014-12-28 21:06:00,MA,to tweet and blog more often
5.5e+17,Roobatron,male,Humor,#NewYearsResolution tweet like no one is watching,,2014-12-29 02:26:00,MA,tweet like no one is watching
5.5e+17,jkgsocialmedia,female,Personal Growth,My No. 3 #SocialMedia #NewYearsResolution: Be More Interesting! http://t.co/r2dfZ90Wtw,,2014-12-29 05:10:00,MA,my no 3   be more interesting
5.5e+17,AgentDaoust,male,Humor,God Help us All. #fitfam #gym #NewYearsResolution http://t.co/3aNnKdVYDr,,2014-12-29 05:24:00,MA,god help us all
5.5e+17,brianengles,male,Humor,3. Challenge more people to duel. #NewYearsResolution,,2014-12-29 06:57:00,MA,3 challenge more people to duel
5.5e+17,chosking,female,Family/Friends/Relationships,Don't go out of your way for people who won't go out of their way for you. #NewYearsResolution,,2014-12-29 08:42:00,MA,dont go out of your way for people who wont go out of their way for you
5.5e+17,Vamphlet,female,Personal Growth,Hoping @HISTORY #NewYearsResolution is to renew #LostHistory for another season! So many artifacts n...,,2014-12-29 11:11:00,MA,hoping @history  is to renew  for another season so many artifacts need this chance to be found @bra...
5.5e+17,bkap34,female,Family/Friends/Relationships,I always invest so much time into the wrong people.. whennnn will I learn?! #NewYearsResolution ?!?!...,,2014-12-29 11:39:00,MA,i always invest so much time into the wrong people whennnn will i learn
5.5e+17,JP8675,female,Health & Fitness,"@Cariloha I'd Like to get Organized,Take better care of myself, eat healthier &amp; exercise regular...",,2014-12-29 11:47:00,MA,@cariloha id like to get organizedtake better care of myself eat healthier amp exercise regularly
5.5e+17,chosking,female,Humor,#NewYearsResolution I'm gonna swing from the chandelier,,2014-12-29 11:52:00,MA,im gonna swing from the chandelier
5.5e+17,grahamshepherd,male,Humor,Potential #NewYearsResolution: reject even more Candy Crush Saga invitations than last year.,,2014-12-29 14:04:00,MA,potential  reject even more candy crush saga invitations than last year
5.5e+17,RockTheGolem,male,Health & Fitness,Project Stonecutter begins on the first Sunday of 2015. This weigh-in will show how far I have to go...,,2014-12-29 16:22:00,MA,project stonecutter begins on the first sunday of 2015 this weighin will show how far i have to go
5.5e+17,emclaughlin25,female,Education/Training,Pass the MTELs and dominate the GREs. #NewYearsResolution,,2014-12-29 17:32:00,MA,pass the mtels and dominate the gres
5.5e+17,emclaughlin25,female,Personal Growth,Start a blog - and be committed to it. #NewYearsResolution,,2014-12-29 17:34:00,MA,start a blog  and be committed to it
5.5e+17,sup3rmark,male,Humor,"RT @tom9d: For every unnecessary reply-all, I'll sign you up for five random mailing lists. #NewYear...",,2014-12-29 17:41:00,MA,rt @tom9d for every unnecessary replyall ill sign you up for five random mailing lists
5.5e+17,ericjoohnsoon,male,Health & Fitness,RT @t_mosh_baby: #NewYearsResolution become more flexible in my hips.,,2014-12-29 19:35:00,MA,rt @t mosh baby  become more flexible in my hips
5.5e+17,Chavez10Elida,female,Family/Friends/Relationships,RT @NewYrsResolutiN: Spend more time with friends and family #NewYearsResolution,,2014-12-30 01:04:00,MA,rt @newyrsresolutin spend more time with friends and family
5.5e+17,DanielleProphet,female,Personal Growth,"My goal is to build a life I don't need a vacation from.
#NewYearsResolution #amwriting",,2014-12-30 05:53:00,MA,my goal is to build a life i dont need a vacation from
5.5e+17,Jamescoglin,male,Recreation & Leisure,I am going to make this #steampunk pumpkin pie! #NewYearsResolution,,2014-12-30 07:12:00,MA,i am going to make this  pumpkin pie
5.5e+17,peekabooromeo,female,Health & Fitness,"Get 7 hrs of sleep a night, and meditate 30 minutes a week. #NewYearsResolution",,2014-12-30 08:50:00,MA,get 7 hrs of sleep a night and meditate 30 minutes a week
5.5e+17,k_auffrey,female,Health & Fitness,RT @TheFoursBar: #NewYearsResolution: always ask for X-tra #bacon. http://t.co/fCqegcZkpa http://t.c...,,2014-12-30 09:48:00,MA,rt @thefoursbar  always ask for xtra
5.5e+17,alexmalex555,female,Personal Growth,We make a #NewYearsResolution to stop procrastinating but then we make #NewYearsEve plans at the las...,,2014-12-30 10:09:00,MA,we make a  to stop procrastinating but then we make  plans at the last second
5.5e+17,Wicked_A_Swan,female,Family/Friends/Relationships,New #NewYearsResolution : Be a better sister to my little sister. I need to change my attitude towar...,,2014-12-30 19:25:00,MA,new   be a better sister to my little sister i need to change my attitude towards her i cant loose m...
5.5e+17,JARhealth,male,Health & Fitness,Working on #health #fitness and #motivation 2015 is the kick of a great year #NewYearsResolution htt...,,2014-12-30 20:34:00,MA,working on   and  2015 is the kick of a great year
5.5e+17,MissingLynxx,female,Health & Fitness,"@BlakesNatural More yoga, more fruits and veggies, more organic foods, living in the present moment ...",,2014-12-30 21:05:00,MA,@blakesnatural more yoga more fruits and veggies more organic foods living in the present moment
5.5e+17,gfstarr1,female,Personal Growth,"less emojis, more emotion #NewYearsResolution #2015 #getreal",0.0,2014-12-30 21:41:00,MA,less emojis more emotion
5.5e+17,sciencemetro,male,Career,"My #NewYearsResolution is to be the best science communicator I can, tell interesting and important ...",0.0,2014-12-30 22:28:00,MA,my  is to be the best science communicator i can tell interesting and important stories amp meet gre...
5.5e+17,ChucklesDowner,male,Humor,"#NewYearsResolution 

1. exercise 
2. smile more
3. I hate cats
4. ???
5. sacrifice a virgin to the ...",6.0,2014-12-31 04:01:00,MA,"1 exercise 
2 smile more
3 i hate cats
4 
5 sacrifice a virgin to the dark lord to ensure a bountifu..."
5.5e+17,xBeantownBeauty,male,Personal Growth,I kept my 2014 #NewYearsResolution &amp; will be officially retiring from the NYR game. Thank you al...,0.0,2014-12-31 04:49:00,MA,i kept my 2014  amp will be officially retiring from the nyr game thank you all for the memories
5.5e+17,ClaireEParker1,female,Personal Growth,"#NewYearsResolution - Live your life the way you WANT to, not the way others EXPECT you to! _���",,2014-12-31 05:54:00,MA,live your life the way you want to not the way others expect you to
5.5e+17,EvelynClear,female,Health & Fitness,Start going back to the gym. Eat more hummus. Laugh more. Crack more witty comments. #NewYearsResolu...,0.0,2014-12-31 06:43:00,MA,start going back to the gym eat more hummus laugh more crack more witty comments
5.5e+17,Vamphlet,female,Personal Growth,I won't be making a #NewYearsResolution. Instead I'll do the same thing I do every day: Be a better ...,0.0,2014-12-31 06:52:00,MA,i wont be making a  instead ill do the same thing i do every day be a better human than the one i wa...
5.5e+17,TVMcGee,male,Personal Growth,Be my best selfie. #NewYearsResolution,2.0,2014-12-31 07:16:00,MA,be my best selfie
5.5e+17,fdgifford,male,Career,#NewYearsResolution One: Engage with the #ywnhnetwork followers more to solve their #smallbiz health...,,2014-12-31 07:41:00,MA,one engage with the  followers more to solve their  health plan challenges in  whats yours
5.5e+17,LazarevicMass,male,Health & Fitness,Only 1 more day to go until millions of people join the gym for a week. #NewYearsResolution #HappyNe...,,2014-12-31 07:45:00,MA,only 1 more day to go until millions of people join the gym for a week
5.5e+17,TVMcGee,male,Humor,"Get the players to start hating, and the haters to start playing. #NewYearsResolution",,2014-12-31 08:05:00,MA,get the players to start hating and the haters to start playing
5.5e+17,cynthiadringus,female,Recreation & Leisure,@dylanjoseph we must do a duet to this song at karaoke soon ok #NewYearsResolution http://t.co/D9V2x...,,2014-12-31 08:07:00,MA,@dylanjoseph we must do a duet to this song at karaoke soon ok
5.5e+17,wntobin,female,Personal Growth,#newyearsresolution I can hopefully achieve -- make less typos on Twitter.,0.0,2014-12-31 08:09:00,MA,i can hopefully achieve  make less typos on twitter
5.5e+17,FlavoredNachos,male,Recreation & Leisure,"I want to go back to america
#NewYearsResolution",,2014-12-31 08:10:00,MA,i want to go back to america
5.5e+17,ElemSStTchr,female,Career,My #NewYearsResolution is to stay ahead of the endless grading and lesson planning. #teacherproblems,,2014-12-31 08:40:00,MA,my  is to stay ahead of the endless grading and lesson planning
5.5e+17,TVMcGee,male,Humor,I find Calliou and beat him mercilessly. #NewYearsResolution,,2014-12-31 08:45:00,MA,i find calliou and beat him mercilessly
5.5e+17,tallhazelnut,female,Humor,For 2015 I will use less #socialmedia. hahahaha #NewYearsResolution,0.0,2014-12-31 08:56:00,MA,for 2015 i will use less  hahahaha
5.5e+17,Aly1980,female,Personal Growth,Stop treating yourself as a victim of your past. Just be a confident survivor and you will be able t...,,2014-12-31 08:57:00,MA,stop treating yourself as a victim of your past just be a confident survivor and you will be able to...
5.5e+17,carey_mercier,female,Personal Growth,"Oh, my #NewYearsResolution was to get more attention. ���Kelly Kapoor #TheOffice",0.0,2014-12-31 09:00:00,MA,oh my  was to get more attention kelly kapoor
5.5e+17,AndyHaskell2013,male,Education/Training,"OneBlueLenz.io: Another #startup #NewYearsResolution: Document my #JavaScript code

//This code is h...",,2014-12-31 09:14:00,MA,"onebluelenzio another   document my  code

this code is how onebluelenz does 

done"
5.5e+17,AndyHaskell2013,male,Career,"OneBlueLenz.io: My #startup #NewYearsResolution: Learn #CSS

*Gets stuck 8 hours positioning a div*
...",0.0,2014-12-31 09:18:00,MA,"onebluelenzio my   learn 

gets stuck 8 hours positioning a div

okay back to  defaults"
5.5e+17,PresidentCam,male,Humor,My #NewYearsResolution is to gain weight. RT if you agree,0.0,2014-12-31 09:22:00,MA,my  is to gain weight rt if you agree
5.5e+17,mckaylacosta23,female,Humor,���@OnlyInBOS: #NewYearsResolution pretty much... http://t.co/XcYz2aGBIA�۝ @_Kristiannaxo @Thaila_xo...,,2014-12-31 09:41:00,MA,@onlyinbos  pretty much  @ kristiannaxo @thaila xo @ jrichardd
5.5e+17,MelissaLev,female,Humor,"If having ""eat more chipotle"" as a new years resolution is wrong...then I don't want to be right. #N...",0.0,2014-12-31 10:06:00,MA,if having eat more chipotle as a new years resolution is wrongthen i dont want to be right
5.5e+17,LivnDeadGrl87,female,Career,#NewYearsResolution is to start #writing again. I need to get my ass back into gear! #thestruggle,0.0,2014-12-31 10:13:00,MA,is to start  again i need to get my ass back into gear
5.5e+17,apechacek88,male,Health & Fitness,#NewYearsResolution is to go to the gym regularly but I'm gonna wait a week or two for the other bil...,0.0,2014-12-31 10:21:00,MA,is to go to the gym regularly but im gonna wait a week or two for the other billion or so with the s...
5.5e+17,ra_miller19,female,Personal Growth,#NewYearsResolution be happy,0.0,2014-12-31 10:27:00,MA,be happy
5.5e+17,cmutty,male,Humor,2015 resolution: be a sarcastic asshole on Twitter... Check! #NewYearsEve #NewYearsResolution #NewYe...,0.0,2014-12-31 11:50:00,MA,2015 resolution be a sarcastic asshole on twitter check
5.5e+17,acerealcomma,female,Humor,#newyearsresolution 1920x1080 same as last year http://t.co/JxOrhjeVcS,0.0,2014-12-31 12:46:00,MA,1920x1080 same as last year
5.5e+17,hikerrd,female,Health & Fitness,Here's a #NewYearsResolution I can confidently endorse: stop dieting! #dropthediet http://t.co/L1giJ...,0.0,2014-12-31 13:05:00,MA,heres a  i can confidently endorse stop dieting
5.5e+17,yonidayan_,male,Career,"#NewYearsResolution, using @mcuban #SharkTank method of giving ultimatum to stakeholders to ensure q...",0.0,2014-12-31 13:22:00,MA,using @mcuban  method of giving ultimatum to stakeholders to ensure quick decisions rather than hesi...
5.5e+17,WhyILoveMikey,male,Recreation & Leisure,#newyearsresolution become a youtuber _���,0.0,2014-12-31 13:28:00,MA,become a youtuber
5.5e+17,A89Figueroa,male,Humor,RT @ETrickett815: #NewYearsResolution stay fat,1.0,2014-12-31 13:28:00,MA,rt @etrickett815  stay fat
5.5e+17,shanas621,female,Humor,RT @vacuumkiller: Well the 12 Days of Dizzmas are coming to a close. My #NewYearsResolution is to ha...,1.0,2014-12-31 14:03:00,MA,rt @vacuumkiller well the 12 days of dizzmas are coming to a close my  is to have 365 days of dizzma...
5.5e+17,Gcsnorth31,male,Family/Friends/Relationships,My #NewYearsResolution is to hopefully find love that can fill the empty whole in my heart.,0.0,2014-12-31 14:04:00,MA,my  is to hopefully find love that can fill the empty whole in my heart
5.5e+17,BIackGooner,male,Personal Growth,"Get More Retweets
Grow a beard
Bulk up
Develop killer wit and self confidence
Hope things look up th...",0.0,2014-12-31 14:12:00,MA,"get more retweets
grow a beard
bulk up
develop killer wit and self confidence
hope things look up th..."
5.5e+17,ChrisOnWords,male,Personal Growth,#NewYearsResolution: breathe more deeply; be more present; seize more opportunities; be more playful...,0.0,2014-12-31 14:16:00,MA,breathe more deeply be more present seize more opportunities be more playful be the ball danny
5.5e+17,laying11,male,Family/Friends/Relationships,I realized when I go out Im too busy loookin for dudes I got smoke with than bitches I know. #NewYea...,0.0,2014-12-31 14:22:00,MA,i realized when i go out im too busy loookin for dudes i got smoke with than bitches i know
5.5e+17,bostonrh,female,Philanthropic,I'd like to teach the world to sing in perfect harmony. #NewYearsResolution,0.0,2014-12-31 15:16:00,MA,id like to teach the world to sing in perfect harmony
5.5e+17,thai2belle,female,Humor,RT @NiGGiEMiNAJ: I want my #NewYearsResolution to be drinking more,1.0,2014-12-31 15:17:00,MA,rt @niggieminaj i want my  to be drinking more
5.5e+17,wickedmikee87,male,Health & Fitness,@MLBPAClubhouse quit smoking and get a steady job #NewYearsResolution,0.0,2014-12-31 15:19:00,MA,@mlbpaclubhouse quit smoking and get a steady job
5.5e+17,Bellabs12,female,Health & Fitness,"I just realized that my ""diet"" is supposed to start tomorrow.... #Fuck #NewYearsResolution",0.0,2014-12-31 15:23:00,MA,i just realized that my diet is supposed to start tomorrow
5.5e+17,bostonrh,female,Personal Growth,"I'd like to poison your mind with wrong ideas that appeal to you, though I am not unkind. #NewYearsR...",0.0,2014-12-31 16:28:00,MA,id like to poison your mind with wrong ideas that appeal to you though i am not unkind
5.5e+17,bostonrh,female,Humor,I wanna shine some pennies! I wanna mend some leather! I wanna Krazy-Glue my head to the bottom of a...,0.0,2014-12-31 16:56:00,MA,i wanna shine some pennies i wanna mend some leather i wanna krazyglue my head to the bottom of a bi...
5.5e+17,J_T_Mann,male,Health & Fitness,"For 2015, my #NewYearsResolution is #DSED #DoSomethingEveryDay ... athletic, sporty... doesn't have ...",0.0,2014-12-31 17:21:00,MA,for 2015 my  is    athletic sporty doesnt have to be big just something join me
5.5e+17,iwilliamsurvive,male,Personal Growth,@Jaclynhill were opposites this year! My #NewYearsResolution is to wear more warm tones! All I do is...,0.0,2014-12-31 17:35:00,MA,@jaclynhill were opposites this year my  is to wear more warm tones all i do is silver its time for ...
5.51e+17,xoxjasmynxox1,female,Humor,#NewYearsResolution to pay attention to when pics are being taken so I don't look like this in pics ...,0.0,2015-01-01 00:06:00,MA,to pay attention to when pics are being taken so i dont look like this in pics 247
5.51e+17,LightsOut_7,male,Finance,RT @ManOfTheNexYear: #NewYearsResolution to stop spending money on reckless shit.,1.0,2015-01-01 00:23:00,MA,rt @manofthenexyear  to stop spending money on reckless shit
5.51e+17,protagonist52,male,Personal Growth,2014 was my toughest year ever. I hope 2015's fortunes are better. My #NewYearsResolution is to be n...,2.0,2015-01-01 03:50:00,MA,2014 was my toughest year ever i hope 2015s fortunes are better my  is to be nice everyday
5.51e+17,wiredrandy,male,Health & Fitness,Off to the gym in a few minutes. I consider myself a regular. I guess many others joining me #NewYea...,0.0,2015-01-01 04:42:00,MA,off to the gym in a few minutes i consider myself a regular i guess many others joining me
5.51e+17,raghuiyer,male,Family/Friends/Relationships,One thing I missed out in the last 3 years- conversations on twitter.Lot of people to connect with a...,0.0,2015-01-01 05:42:00,MA,one thing i missed out in the last 3 years conversations on twitterlot of people to connect with and...
5.51e+17,SuaveComoViento,male,Personal Growth,RT @protagonist52: 2014 was my toughest year ever. I hope 2015's fortunes are better. My #NewYearsRe...,2.0,2015-01-01 05:42:00,MA,rt @protagonist52 2014 was my toughest year ever i hope 2015s fortunes are better my  is to be nice ...
5.51e+17,AtJenna_,female,Family/Friends/Relationships,#NewYearsResolution  drunk tweet @andersoncooper  show me your tits.��� I'm done for the year. Missi...,2.0,2015-01-01 06:02:00,MA,drunk tweet @andersoncooper  show me your tits im done for the year mission accomplished
5.51e+17,_MissAva_,female,Health & Fitness,What a great way to bring in the #newyear - healthy dehydrated snacks! #healthyliving #NewYearsResol...,0.0,2015-01-01 06:14:00,MA,what a great way to bring in the   healthy dehydrated snacks
5.51e+17,TheSmoothBear,male,Health & Fitness,RT @mplatco: Hitting the gym hard tomorrow... #NewYear #NewYearsResolution #2015 #nomnom https://t.c...,1.0,2015-01-01 06:25:00,MA,rt @mplatco hitting the gym hard tomorrow
5.51e+17,LegallyLinz,female,Humor,Already broke my #NewYearsResolution of going to bed with makeup on. But I also went to bed in tight...,0.0,2015-01-01 06:46:00,MA,already broke my  of going to bed with makeup on but i also went to bed in tights amp full jewelry s...
5.51e+17,_MissAva_,female,Health & Fitness,#NewYearsResolution use #MyFitnessPal religiously,0.0,2015-01-01 07:06:00,MA,use  religiously
5.51e+17,gdougher,male,Humor,My #NewYearsResolution is to avoid the gym until everyone else gives up on their resolution.  My she...,0.0,2015-01-01 07:10:00,MA,my  is to avoid the gym until everyone else gives up on their resolution  my sheet cake reserves are...
5.51e+17,KrystalMG07,female,Health & Fitness,Now that's it's 2015 the start to my #NewYearsResolution is to get more sleep... _��_,0.0,2015-01-01 07:27:00,MA,now thats its 2015 the start to my  is to get more sleep
5.51e+17,sampson_caitlin,female,Personal Growth,#NewYearsResolution to stop trying to give the world to people who don't deserve even a smile from m...,2.0,2015-01-01 07:31:00,MA,to stop trying to give the world to people who dont deserve even a smile from my mouth
5.51e+17,RVRossi,male,Humor,Resolve to be more like this guy in 2015 #NewYearsResolution #GoPats http://t.co/Wb67Hv4GkS,0.0,2015-01-01 08:03:00,MA,resolve to be more like this guy in 2015
5.51e+17,martinkenj,male,Time Management/Organization,My only #NewYearsResolution : cleanup and organize my #onedrive folders,0.0,2015-01-01 08:05:00,MA,my only   cleanup and organize my  folders
5.51e+17,its_erinmarie,female,Personal Growth,"In 2015 I will love harder, forgive quicker, live without regret, and find some good in everything. ...",1.0,2015-01-01 08:17:00,MA,in 2015 i will love harder forgive quicker live without regret and find some good in everything
5.51e+17,ciciFbabii,female,Health & Fitness,Ugh getting back to this #newyearsresolution  http://t.co/5uwZKDnLZj http://t.co/MhgB0Q3Y9h,0.0,2015-01-01 08:19:00,MA,ugh getting back to this
5.51e+17,ajjenks_,male,Recreation & Leisure,My 2015 #NewYearsResolution is to finally stop killing chickens at Lon Lon Ranch and actually beat Z...,0.0,2015-01-01 08:33:00,MA,my 2015  is to finally stop killing chickens at lon lon ranch and actually beat zelda ocarina of tim...
5.51e+17,kaaaaylee,female,Health & Fitness,Where does ice cream fit into my resolution to be healthy #NewYearsResolution #newyearsprobs #gimme,0.0,2015-01-01 09:06:00,MA,where does ice cream fit into my resolution to be healthy
5.51e+17,RuyuWang,female,Health & Fitness,My #NewYearsResolution No.0: Less hangovers��_,0.0,2015-01-01 09:19:00,MA,my  no0 less hangovers
5.51e+17,ErinBizarro,female,Career,Cannot wait to start my new job on Monday #NewYearsResolution #crossitoffmylist #feedmemore,0.0,2015-01-01 09:30:00,MA,cannot wait to start my new job on monday
5.51e+17,lulakilla,female,Personal Growth,this year I resolve to be awesomer. #NewYearsResolution http://t.co/IeyRYdeeSR,0.0,2015-01-01 09:36:00,MA,this year i resolve to be awesomer
5.51e+17,djbergie2010,male,Personal Growth,My New Years Resolution theory: If you want to follow through with your resolution be realistic and ...,0.0,2015-01-01 11:35:00,MA,my new years resolution theory if you want to follow through with your resolution be realistic and k...
5.51e+17,kaylaacatherine,female,Humor,My New Years resolution is to keep being a boss ass bitch ��_,2.0,2015-01-01 11:35:00,MA,my new years resolution is to keep being a boss ass bitch
5.51e+17,TMcDonald22,male,Humor,My New Years resolution will start tomorrow. I'm too hungover today.,2.0,2015-01-01 11:36:00,MA,my new years resolution will start tomorrow im too hungover today
5.51e+17,zoerphl,female,Personal Growth,RT @_alysonbanks: In case anyone was wondering what my New Years resolution was this year. @TrendyPr...,49.0,2015-01-01 11:39:00,MA,rt @ alysonbanks in case anyone was wondering what my new years resolution was this year @trendyprob...
5.51e+17,elisexvx,male,Recreation & Leisure,RT @daniellaa77: happy 2015 my new years resolution is to watch every episode of jimmy neutron ever ...,1.0,2015-01-01 11:44:00,MA,rt @daniellaa77 happy 2015 my new years resolution is to watch every episode of jimmy neutron ever t...
5.51e+17,SeairaWolfe,female,Personal Growth,My New Years resolution is to not let people walk all over me ������,2.0,2015-01-01 11:58:00,MA,my new years resolution is to not let people walk all over me
5.51e+17,LauraLulu96,female,Personal Growth,New Years resolution: stop getting so easily annoyed by people,0.0,2015-01-01 12:01:00,MA,new years resolution stop getting so easily annoyed by people
5.51e+17,whiteboynelson,male,Health & Fitness,"New Years resolution: no smoking, drinking, partying, nothin. _٪�_��__���",0.0,2015-01-01 12:06:00,MA,new years resolution no smoking drinking partying nothin
5.51e+17,JosephKasprzak,male,Humor,My New Years resolution is to not die,0.0,2015-01-01 12:07:00,MA,my new years resolution is to not die
5.51e+17,talvarez18,female,Health & Fitness,RT @Andreeeeee_3000: New Years resolution ; quit smoking _���,1.0,2015-01-01 12:08:00,MA,rt @andreeeeee 3000 new years resolution  quit smoking
5.51e+17,k_zakas,female,Health & Fitness,RT @corinne_woods: New Years resolution #cleaneating #getfit #eatgoodlookgood http://t.co/05jY6dR0m7,1.0,2015-01-01 12:11:00,MA,rt @corinne woods new years resolution
5.51e+17,rrapazzo,male,Personal Growth,My only New Years resolution is to do better than I did last year _���,0.0,2015-01-01 12:17:00,MA,my only new years resolution is to do better than i did last year
5.51e+17,loranger91,male,Humor,my New Years resolution is to bring a smoking hot broad to next years winter classic.....or play in ...,0.0,2015-01-01 12:32:00,MA,my new years resolution is to bring a smoking hot broad to next years winter classicor play in it
5.51e+17,ismael_brah420,male,Personal Growth,my new years resolution is to make my momma proud of me. I will,0.0,2015-01-01 12:36:00,MA,my new years resolution is to make my momma proud of me i will
5.51e+17,wdgilson,male,Health & Fitness,"Not sure if it's entirely about being healthier, but one New Years resolution is to eat more avocado...",0.0,2015-01-02 07:13:00,MA,not sure if its entirely about being healthier but one new years resolution is to eat more avocado
5.51e+17,boston_withlove,female,Humor,I'm too tall for my mirror _��� This is day 1 of my New Years resolution challenge: I'm trying to st...,0.0,2015-01-02 07:17:00,MA,im too tall for my mirror   this is day 1 of my new years resolution challenge im trying to stick
5.51e+17,asap203,male,Finance,"New Years resolution since 2011.. Chase money, not bitches..",1.0,2015-01-02 07:22:00,MA,new years resolution since 2011 chase money not bitches
5.51e+17,ItsMarcM,male,Personal Growth,New Years resolution : not to have a New Years resolution. Strive to be a better person every month ...,0.0,2015-01-02 07:30:00,MA,new years resolution  not to have a new years resolution strive to be a better person every month ev...
